"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"442393","R1.013","R2.001","R3.025","P1.05","P2.04",1,1,0,1
"442974","R1.013","R2.004","R3.030","P1.05","P2.04",1,1,0,1
"443009","R1.013","R2.004","R3.065","P1.05","P2.04",2,2,0,2
"443162","R1.013","R2.005","R3.026","P1.05","P2.04",1,1,0,1
"443536","R1.013","R2.007","R3.016","P1.05","P2.04",1,1,0,1
"443590","R1.013","R2.007","R3.070","P1.05","P2.04",1,1,0,1
"443734","R1.013","R2.008","R3.022","P1.05","P2.04",1,1,0,1
"443789","R1.013","R2.008","R3.077","P1.05","P2.04",1,1,0,1
"444157","R1.013","R2.010","R3.061","P1.05","P2.04",1,1,0,1
"444321","R1.013","R2.011","R3.033","P1.05","P2.04",1,1,0,1
"444332","R1.013","R2.011","R3.044","P1.05","P2.04",1,1,0,1
"444361","R1.013","R2.011","R3.073","P1.05","P2.04",1,1,0,1
"444482","R1.013","R2.012","R3.002","P1.05","P2.04",1,1,0,1
"444530","R1.013","R2.012","R3.050","P1.05","P2.04",2,2,0,2
"444719","R1.013","R2.013","R3.047","P1.05","P2.04",2,2,0,2
"444745","R1.013","R2.013","R3.073","P1.05","P2.04",1,1,0,1
"444943","R1.013","R2.014","R3.079","P1.05","P2.04",1,2,0.5,1
"444948","R1.013","R2.014","R3.084","P1.05","P2.04",1,1,0,1
"445099","R1.013","R2.015","R3.043","P1.05","P2.04",1,1,0,1
"445128","R1.013","R2.015","R3.072","P1.05","P2.04",1,1,0,1
"445494","R1.013","R2.017","R3.054","P1.05","P2.04",1,1,0,1
"445525","R1.013","R2.017","R3.085","P1.05","P2.04",2,3,0.333333333333333,3
"446283","R1.013","R2.021","R3.075","P1.05","P2.04",1,1,0,1
"446296","R1.013","R2.021","R3.088","P1.05","P2.04",1,1,0,1
"446301","R1.013","R2.021","R3.093","P1.05","P2.04",1,3,0.666666666666667,1
"446603","R1.013","R2.023","R3.011","P1.05","P2.04",1,1,0,1
"446676","R1.013","R2.023","R3.084","P1.05","P2.04",1,1,0,1
"446856","R1.013","R2.024","R3.072","P1.05","P2.04",1,1,0,1
"447563","R1.013","R2.028","R3.011","P1.05","P2.04",1,1,0,1
"447639","R1.013","R2.028","R3.087","P1.05","P2.04",1,1,0,1
"447784","R1.013","R2.029","R3.040","P1.05","P2.04",1,1,0,1
"448145","R1.013","R2.031","R3.017","P1.05","P2.04",1,1,0,1
"448565","R1.013","R2.033","R3.053","P1.05","P2.04",1,2,0.5,1
"448732","R1.013","R2.034","R3.028","P1.05","P2.04",1,1,0,1
"448777","R1.013","R2.034","R3.073","P1.05","P2.04",1,1,0,1
"448907","R1.013","R2.035","R3.011","P1.05","P2.04",1,1,0,1
"448976","R1.013","R2.035","R3.080","P1.05","P2.04",1,1,0,1
"449093","R1.013","R2.036","R3.005","P1.05","P2.04",1,1,0,1
"449148","R1.013","R2.036","R3.060","P1.05","P2.04",1,2,0.5,1
"449364","R1.013","R2.037","R3.084","P1.05","P2.04",1,1,0,1
"449476","R1.013","R2.038","R3.004","P1.05","P2.04",1,1,0,1
"449485","R1.013","R2.038","R3.013","P1.05","P2.04",1,1,0,1
"449673","R1.013","R2.039","R3.009","P1.05","P2.04",1,1,0,1
"449694","R1.013","R2.039","R3.030","P1.05","P2.04",1,1,0,1
"449704","R1.013","R2.039","R3.040","P1.05","P2.04",1,1,0,1
"449723","R1.013","R2.039","R3.059","P1.05","P2.04",1,1,0,1
"449743","R1.013","R2.039","R3.079","P1.05","P2.04",1,1,0,1
"449868","R1.013","R2.040","R3.012","P1.05","P2.04",1,1,0,1
"450321","R1.013","R2.042","R3.081","P1.05","P2.04",1,1,0,1
"450335","R1.013","R2.042","R3.095","P1.05","P2.04",1,1,0,1
"450454","R1.013","R2.043","R3.022","P1.05","P2.04",2,2,0,2
"450487","R1.013","R2.043","R3.055","P1.05","P2.04",1,1,0,1
"450630","R1.013","R2.044","R3.006","P1.05","P2.04",1,1,0,1
"450838","R1.013","R2.045","R3.022","P1.05","P2.04",2,2,0,2
"450873","R1.013","R2.045","R3.057","P1.05","P2.04",1,1,0,1
"451022","R1.013","R2.046","R3.014","P1.05","P2.04",1,1,0,1
"451039","R1.013","R2.046","R3.031","P1.05","P2.04",1,1,0,1
"451253","R1.013","R2.047","R3.053","P1.05","P2.04",1,1,0,1
"451276","R1.013","R2.047","R3.076","P1.05","P2.04",1,1,0,1
"451424","R1.013","R2.048","R3.032","P1.05","P2.04",1,1,0,1
"451599","R1.013","R2.049","R3.015","P1.05","P2.04",1,2,0.5,1
"451638","R1.013","R2.049","R3.054","P1.05","P2.04",1,1,0,1
"451661","R1.013","R2.049","R3.077","P1.05","P2.04",1,1,0,1
"452018","R1.013","R2.051","R3.050","P1.05","P2.04",1,1,0,1
"452022","R1.013","R2.051","R3.054","P1.05","P2.04",1,2,0.5,1
