"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"2782124","R1.076","R2.091","R3.044","P1.04","P2.04",1,1,0,1
"2782127","R1.076","R2.091","R3.047","P1.04","P2.04",1,1,0,1
"2782155","R1.076","R2.091","R3.075","P1.04","P2.04",12,14,0.142857142857143,44
"2782517","R1.076","R2.093","R3.053","P1.04","P2.04",6,7,0.142857142857143,22
"2782694","R1.076","R2.094","R3.038","P1.04","P2.04",6,6,0,6
"2783124","R1.076","R2.096","R3.084","P1.04","P2.04",1,1,0,1
"2801909","R1.077","R2.002","R3.053","P1.04","P2.04",1,1,0,1
"2802094","R1.077","R2.003","R3.046","P1.04","P2.04",1,1,0,1
"2802656","R1.077","R2.006","R3.032","P1.04","P2.04",1,1,0,1
"2802844","R1.077","R2.007","R3.028","P1.04","P2.04",1,1,0,1
"2803793","R1.077","R2.012","R3.017","P1.04","P2.04",8,8,0,8
"2804737","R1.077","R2.017","R3.001","P1.04","P2.04",5,5,0,5
"2804771","R1.077","R2.017","R3.035","P1.04","P2.04",14,17,0.176470588235294,42
"2804823","R1.077","R2.017","R3.087","P1.04","P2.04",1,1,0,1
"2805015","R1.077","R2.018","R3.087","P1.04","P2.04",10,11,0.0909090909090909,57
"2805385","R1.077","R2.020","R3.073","P1.04","P2.04",1,1,0,1
"2805559","R1.077","R2.021","R3.055","P1.04","P2.04",1,2,0.5,1
"2805974","R1.077","R2.023","R3.086","P1.04","P2.04",2,2,0,2
"2806170","R1.077","R2.024","R3.090","P1.04","P2.04",1,1,0,1
"2806328","R1.077","R2.025","R3.056","P1.04","P2.04",16,16,0,16
"2806361","R1.077","R2.025","R3.089","P1.04","P2.04",1,1,0,1
"2807618","R1.077","R2.032","R3.002","P1.04","P2.04",11,14,0.214285714285714,28
"2807620","R1.077","R2.032","R3.004","P1.04","P2.04",1,1,0,1
"2808208","R1.077","R2.035","R3.016","P1.04","P2.04",5,5,0,5
"2808234","R1.077","R2.035","R3.042","P1.04","P2.04",1,1,0,1
"2808450","R1.077","R2.036","R3.066","P1.04","P2.04",12,12,0,12
"2809557","R1.077","R2.042","R3.021","P1.04","P2.04",1,1,0,1
"2809783","R1.077","R2.043","R3.055","P1.04","P2.04",2,2,0,2
"2809793","R1.077","R2.043","R3.065","P1.04","P2.04",3,3,0,3
"2810131","R1.077","R2.045","R3.019","P1.04","P2.04",1,1,0,1
"2811087","R1.077","R2.050","R3.015","P1.04","P2.04",3,3,0,3
"2811321","R1.077","R2.051","R3.057","P1.04","P2.04",1,1,0,1
"2811903","R1.077","R2.054","R3.063","P1.04","P2.04",1,1,0,1
"2813036","R1.077","R2.060","R3.044","P1.04","P2.04",1,1,0,1
"2813261","R1.077","R2.061","R3.077","P1.04","P2.04",1,1,0,1
"2813273","R1.077","R2.061","R3.089","P1.04","P2.04",8,8,0,8
"2813462","R1.077","R2.062","R3.086","P1.04","P2.04",1,1,0,1
"2813630","R1.077","R2.063","R3.062","P1.04","P2.04",9,9,0,9
"2814160","R1.077","R2.066","R3.016","P1.04","P2.04",3,3,0,3
"2814216","R1.077","R2.066","R3.072","P1.04","P2.04",11,11,0,11
"2814222","R1.077","R2.066","R3.078","P1.04","P2.04",1,2,0.5,1
"2814549","R1.077","R2.068","R3.021","P1.04","P2.04",7,7,0,7
"2814937","R1.077","R2.070","R3.025","P1.04","P2.04",1,1,0,1
"2814942","R1.077","R2.070","R3.030","P1.04","P2.04",1,1,0,1
"2815112","R1.077","R2.071","R3.008","P1.04","P2.04",7,8,0.125,29
"2815162","R1.077","R2.071","R3.058","P1.04","P2.04",1,1,0,1
"2815349","R1.077","R2.072","R3.053","P1.04","P2.04",1,1,0,1
"2815539","R1.077","R2.073","R3.051","P1.04","P2.04",2,2,0,2
"2815697","R1.077","R2.074","R3.017","P1.04","P2.04",1,1,0,1
"2815767","R1.077","R2.074","R3.087","P1.04","P2.04",1,1,0,1
"2816067","R1.077","R2.076","R3.003","P1.04","P2.04",4,4,0,4
"2816276","R1.077","R2.077","R3.020","P1.04","P2.04",1,1,0,1
"2817078","R1.077","R2.081","R3.054","P1.04","P2.04",6,6,0,6
"2817469","R1.077","R2.083","R3.061","P1.04","P2.04",1,1,0,1
"2817614","R1.077","R2.084","R3.014","P1.04","P2.04",1,1,0,1
"2817659","R1.077","R2.084","R3.059","P1.04","P2.04",19,20,0.05,193
"2817675","R1.077","R2.084","R3.075","P1.04","P2.04",1,1,0,1
"2818247","R1.077","R2.087","R3.071","P1.04","P2.04",1,1,0,1
"2818410","R1.077","R2.088","R3.042","P1.04","P2.04",1,1,0,1
"2818445","R1.077","R2.088","R3.077","P1.04","P2.04",6,8,0.25,13
"2818618","R1.077","R2.089","R3.058","P1.04","P2.04",1,1,0,1
"2818805","R1.077","R2.090","R3.053","P1.04","P2.04",1,1,0,1
"2818825","R1.077","R2.090","R3.073","P1.04","P2.04",1,1,0,1
"2819373","R1.077","R2.093","R3.045","P1.04","P2.04",1,1,0,1
"2819540","R1.077","R2.094","R3.020","P1.04","P2.04",10,10,0,10
"2838577","R1.078","R2.001","R3.049","P1.04","P2.04",4,4,0,4
"2839313","R1.078","R2.005","R3.017","P1.04","P2.04",1,1,0,1
"2840305","R1.078","R2.010","R3.049","P1.04","P2.04",6,6,0,6
"2840315","R1.078","R2.010","R3.059","P1.04","P2.04",1,3,0.666666666666667,1
"2840846","R1.078","R2.013","R3.014","P1.04","P2.04",1,1,0,1
"2840870","R1.078","R2.013","R3.038","P1.04","P2.04",1,1,0,1
"2841028","R1.078","R2.014","R3.004","P1.04","P2.04",8,8,0,8
"2841082","R1.078","R2.014","R3.058","P1.04","P2.04",1,1,0,1
"2841441","R1.078","R2.016","R3.033","P1.04","P2.04",10,11,0.0909090909090909,57
"2843368","R1.078","R2.026","R3.040","P1.04","P2.04",3,3,0,3
"2844874","R1.078","R2.034","R3.010","P1.04","P2.04",1,1,0,1
"2844914","R1.078","R2.034","R3.050","P1.04","P2.04",6,6,0,6
"2844933","R1.078","R2.034","R3.069","P1.04","P2.04",1,1,0,1
"2845903","R1.078","R2.039","R3.079","P1.04","P2.04",1,1,0,1
"2846803","R1.078","R2.044","R3.019","P1.04","P2.04",1,1,0,1
"2847937","R1.078","R2.050","R3.001","P1.04","P2.04",1,2,0.5,1
"2847949","R1.078","R2.050","R3.013","P1.04","P2.04",1,1,0,1
"2848328","R1.078","R2.052","R3.008","P1.04","P2.04",6,6,0,6
"2849507","R1.078","R2.058","R3.035","P1.04","P2.04",4,4,0,4
"2851426","R1.078","R2.068","R3.034","P1.04","P2.04",1,1,0,1
"2851465","R1.078","R2.068","R3.073","P1.04","P2.04",13,13,0,13
"2851997","R1.078","R2.071","R3.029","P1.04","P2.04",1,1,0,1
"2852188","R1.078","R2.072","R3.028","P1.04","P2.04",1,1,0,1
"2852752","R1.078","R2.075","R3.016","P1.04","P2.04",5,6,0.166666666666667,16
"2853185","R1.078","R2.077","R3.065","P1.04","P2.04",9,10,0.1,47
"2853393","R1.078","R2.078","R3.081","P1.04","P2.04",11,11,0,11
"2853717","R1.078","R2.080","R3.021","P1.04","P2.04",1,1,0,1
"2853729","R1.078","R2.080","R3.033","P1.04","P2.04",7,7,0,7
"2853960","R1.078","R2.081","R3.072","P1.04","P2.04",12,14,0.142857142857143,44
"2854469","R1.078","R2.084","R3.005","P1.04","P2.04",1,1,0,1
"2854556","R1.078","R2.084","R3.092","P1.04","P2.04",7,7,0,7
"2855275","R1.078","R2.088","R3.043","P1.04","P2.04",1,1,0,1
"2855811","R1.078","R2.091","R3.003","P1.04","P2.04",6,7,0.142857142857143,22
"2856226","R1.078","R2.093","R3.034","P1.04","P2.04",1,1,0,1
"2875596","R1.079","R2.002","R3.012","P1.04","P2.04",5,6,0.166666666666667,16
"2876436","R1.079","R2.006","R3.084","P1.04","P2.04",1,1,0,1
"2876438","R1.079","R2.006","R3.086","P1.04","P2.04",1,1,0,1
"2877128","R1.079","R2.010","R3.008","P1.04","P2.04",1,1,0,1
"2877731","R1.079","R2.013","R3.035","P1.04","P2.04",8,8,0,8
"2877735","R1.079","R2.013","R3.039","P1.04","P2.04",1,1,0,1
"2878118","R1.079","R2.015","R3.038","P1.04","P2.04",1,2,0.5,1
"2879044","R1.079","R2.020","R3.004","P1.04","P2.04",10,11,0.0909090909090909,57
"2879061","R1.079","R2.020","R3.021","P1.04","P2.04",1,2,0.5,1
"2879074","R1.079","R2.020","R3.034","P1.04","P2.04",9,10,0.1,47
"2879437","R1.079","R2.022","R3.013","P1.04","P2.04",1,1,0,1
"2880060","R1.079","R2.025","R3.060","P1.04","P2.04",1,1,0,1
"2880399","R1.079","R2.027","R3.015","P1.04","P2.04",1,1,0,1
"2880430","R1.079","R2.027","R3.046","P1.04","P2.04",4,4,0,4
"2881228","R1.079","R2.031","R3.076","P1.04","P2.04",5,5,0,5
"2881379","R1.079","R2.032","R3.035","P1.04","P2.04",15,16,0.0625,123
"2881626","R1.079","R2.033","R3.090","P1.04","P2.04",1,1,0,1
"2881817","R1.079","R2.034","R3.089","P1.04","P2.04",1,1,0,1
"2881937","R1.079","R2.035","R3.017","P1.04","P2.04",1,1,0,1
"2882328","R1.079","R2.037","R3.024","P1.04","P2.04",7,9,0.222222222222222,17
"2882398","R1.079","R2.037","R3.094","P1.04","P2.04",1,1,0,1
"2882499","R1.079","R2.038","R3.003","P1.04","P2.04",14,14,0,14
"2882755","R1.079","R2.039","R3.067","P1.04","P2.04",1,1,0,1
"2883291","R1.079","R2.042","R3.027","P1.04","P2.04",1,1,0,1
"2883869","R1.079","R2.045","R3.029","P1.04","P2.04",1,1,0,1
"2884857","R1.079","R2.050","R3.057","P1.04","P2.04",13,14,0.0714285714285714,93
"2885085","R1.079","R2.051","R3.093","P1.04","P2.04",2,2,0,2
"2885419","R1.079","R2.053","R3.043","P1.04","P2.04",1,1,0,1
"2885421","R1.079","R2.053","R3.045","P1.04","P2.04",33,37,0.108108108108108,159
"2885463","R1.079","R2.053","R3.087","P1.04","P2.04",1,1,0,1
"2885801","R1.079","R2.055","R3.041","P1.04","P2.04",3,4,0.25,7
"2885831","R1.079","R2.055","R3.071","P1.04","P2.04",1,1,0,1
"2886339","R1.079","R2.058","R3.003","P1.04","P2.04",10,12,0.166666666666667,32
"2887523","R1.079","R2.064","R3.035","P1.04","P2.04",1,1,0,1
"2887746","R1.079","R2.065","R3.066","P1.04","P2.04",11,15,0.266666666666667,23
"2888083","R1.079","R2.067","R3.019","P1.04","P2.04",1,1,0,1
"2888836","R1.079","R2.071","R3.004","P1.04","P2.04",1,1,0,1
"2888852","R1.079","R2.071","R3.020","P1.04","P2.04",1,1,0,1
"2889443","R1.079","R2.074","R3.035","P1.04","P2.04",1,1,0,1
"2889616","R1.079","R2.075","R3.016","P1.04","P2.04",1,1,0,1
"2889638","R1.079","R2.075","R3.038","P1.04","P2.04",9,11,0.181818181818182,26
"2889868","R1.079","R2.076","R3.076","P1.04","P2.04",2,2,0,2
"2889872","R1.079","R2.076","R3.080","P1.04","P2.04",1,1,0,1
"2890396","R1.079","R2.079","R3.028","P1.04","P2.04",13,13,0,13
"2890838","R1.079","R2.081","R3.086","P1.04","P2.04",1,1,0,1
"2891205","R1.079","R2.083","R3.069","P1.04","P2.04",1,1,0,1
"2891221","R1.079","R2.083","R3.085","P1.04","P2.04",15,17,0.117647058823529,66
"2891592","R1.079","R2.085","R3.072","P1.04","P2.04",1,1,0,1
"2893657","R1.079","R2.096","R3.025","P1.04","P2.04",1,1,0,1
"2893700","R1.079","R2.096","R3.068","P1.04","P2.04",1,1,0,1
"2893703","R1.079","R2.096","R3.071","P1.04","P2.04",1,1,0,1
"2893716","R1.079","R2.096","R3.084","P1.04","P2.04",4,4,0,4
"2912257","R1.080","R2.001","R3.001","P1.04","P2.04",7,7,0,7
"2912285","R1.080","R2.001","R3.029","P1.04","P2.04",16,18,0.111111111111111,75
"2912291","R1.080","R2.001","R3.035","P1.04","P2.04",1,1,0,1
"2912491","R1.080","R2.002","R3.043","P1.04","P2.04",1,2,0.5,1
"2913064","R1.080","R2.005","R3.040","P1.04","P2.04",13,14,0.0714285714285714,93
"2913068","R1.080","R2.005","R3.044","P1.04","P2.04",1,1,0,1
"2913240","R1.080","R2.006","R3.024","P1.04","P2.04",1,1,0,1
"2913263","R1.080","R2.006","R3.047","P1.04","P2.04",1,1,0,1
"2913265","R1.080","R2.006","R3.049","P1.04","P2.04",18,19,0.0526315789473685,174
"2913434","R1.080","R2.007","R3.026","P1.04","P2.04",1,1,0,1
"2913988","R1.080","R2.010","R3.004","P1.04","P2.04",1,1,0,1
"2914067","R1.080","R2.010","R3.083","P1.04","P2.04",8,8,0,8
"2914613","R1.080","R2.013","R3.053","P1.04","P2.04",11,12,0.0833333333333334,68
"2914793","R1.080","R2.014","R3.041","P1.04","P2.04",1,1,0,1
"2915202","R1.080","R2.016","R3.066","P1.04","P2.04",1,1,0,1
"2915205","R1.080","R2.016","R3.069","P1.04","P2.04",11,13,0.153846153846154,38
"2916177","R1.080","R2.021","R3.081","P1.04","P2.04",9,10,0.1,47
"2916746","R1.080","R2.024","R3.074","P1.04","P2.04",1,1,0,1
"2917310","R1.080","R2.027","R3.062","P1.04","P2.04",1,1,0,1
"2917443","R1.080","R2.028","R3.003","P1.04","P2.04",2,2,0,2
"2917452","R1.080","R2.028","R3.012","P1.04","P2.04",1,2,0.5,1
"2917533","R1.080","R2.028","R3.093","P1.04","P2.04",5,7,0.285714285714286,10
"2917636","R1.080","R2.029","R3.004","P1.04","P2.04",7,8,0.125,29
"2917666","R1.080","R2.029","R3.034","P1.04","P2.04",1,1,0,1
"2917700","R1.080","R2.029","R3.068","P1.04","P2.04",13,14,0.0714285714285714,93
"2918649","R1.080","R2.034","R3.057","P1.04","P2.04",1,1,0,1
"2918851","R1.080","R2.035","R3.067","P1.04","P2.04",1,1,0,1
"2919945","R1.080","R2.041","R3.009","P1.04","P2.04",16,17,0.0588235294117647,139
"2920014","R1.080","R2.041","R3.078","P1.04","P2.04",1,1,0,1
"2920162","R1.080","R2.042","R3.034","P1.04","P2.04",1,1,0,1
"2920332","R1.080","R2.043","R3.012","P1.04","P2.04",9,9,0,9
"2920532","R1.080","R2.044","R3.020","P1.04","P2.04",1,1,0,1
"2920917","R1.080","R2.046","R3.021","P1.04","P2.04",6,7,0.142857142857143,22
"2921741","R1.080","R2.050","R3.077","P1.04","P2.04",13,13,0,13
"2922836","R1.080","R2.056","R3.020","P1.04","P2.04",1,1,0,1
"2923034","R1.080","R2.057","R3.026","P1.04","P2.04",1,1,0,1
"2923043","R1.080","R2.057","R3.035","P1.04","P2.04",1,1,0,1
"2923450","R1.080","R2.059","R3.058","P1.04","P2.04",1,1,0,1
"2923606","R1.080","R2.060","R3.022","P1.04","P2.04",1,1,0,1
"2924782","R1.080","R2.066","R3.046","P1.04","P2.04",1,1,0,1
"2924934","R1.080","R2.067","R3.006","P1.04","P2.04",1,1,0,1
"2926297","R1.080","R2.074","R3.025","P1.04","P2.04",1,1,0,1
"2926671","R1.080","R2.076","R3.015","P1.04","P2.04",4,4,0,4
"2926677","R1.080","R2.076","R3.021","P1.04","P2.04",1,1,0,1
"2926692","R1.080","R2.076","R3.036","P1.04","P2.04",1,1,0,1
"2926729","R1.080","R2.076","R3.073","P1.04","P2.04",5,5,0,5
"2927488","R1.080","R2.080","R3.064","P1.04","P2.04",1,1,0,1
"2927620","R1.080","R2.081","R3.004","P1.04","P2.04",1,1,0,1
"2928232","R1.080","R2.084","R3.040","P1.04","P2.04",1,1,0,1
"2928250","R1.080","R2.084","R3.058","P1.04","P2.04",7,7,0,7
"2928286","R1.080","R2.084","R3.094","P1.04","P2.04",13,14,0.0714285714285714,93
"2929052","R1.080","R2.088","R3.092","P1.04","P2.04",8,8,0,8
"2929980","R1.080","R2.093","R3.060","P1.04","P2.04",1,1,0,1
"2949729","R1.081","R2.004","R3.033","P1.04","P2.04",4,4,0,4
"2951626","R1.081","R2.014","R3.010","P1.04","P2.04",1,1,0,1
"2952207","R1.081","R2.017","R3.015","P1.04","P2.04",7,7,0,7
"2952424","R1.081","R2.018","R3.040","P1.04","P2.04",4,5,0.2,11
"2952826","R1.081","R2.020","R3.058","P1.04","P2.04",5,5,0,5
"2953759","R1.081","R2.025","R3.031","P1.04","P2.04",2,2,0,2
"2954584","R1.081","R2.029","R3.088","P1.04","P2.04",1,1,0,1
"2955481","R1.081","R2.034","R3.025","P1.04","P2.04",2,3,0.333333333333333,3
"2956613","R1.081","R2.040","R3.005","P1.04","P2.04",4,5,0.2,11
"2956617","R1.081","R2.040","R3.009","P1.04","P2.04",1,1,0,1
"2956883","R1.081","R2.041","R3.083","P1.04","P2.04",4,6,0.333333333333333,7
"2957633","R1.081","R2.045","R3.065","P1.04","P2.04",4,4,0,4
"2958618","R1.081","R2.050","R3.090","P1.04","P2.04",1,1,0,1
"2958725","R1.081","R2.051","R3.005","P1.04","P2.04",1,1,0,1
"2959310","R1.081","R2.054","R3.014","P1.04","P2.04",1,1,0,1
"2963011","R1.081","R2.073","R3.067","P1.04","P2.04",6,10,0.4,9
"2963156","R1.081","R2.074","R3.020","P1.04","P2.04",9,9,0,9
"2964901","R1.081","R2.083","R3.037","P1.04","P2.04",1,1,0,1
"2965091","R1.081","R2.084","R3.035","P1.04","P2.04",2,2,0,2
"2965258","R1.081","R2.085","R3.010","P1.04","P2.04",4,4,0,4
"2965497","R1.081","R2.086","R3.057","P1.04","P2.04",1,1,0,1
"2966110","R1.081","R2.089","R3.094","P1.04","P2.04",7,7,0,7
"2966625","R1.081","R2.092","R3.033","P1.04","P2.04",6,7,0.142857142857143,22
"2966804","R1.081","R2.093","R3.020","P1.04","P2.04",1,1,0,1
"2966808","R1.081","R2.093","R3.024","P1.04","P2.04",5,5,0,5
"2967182","R1.081","R2.095","R3.014","P1.04","P2.04",2,2,0,2
"2986833","R1.082","R2.005","R3.081","P1.04","P2.04",1,1,0,1
"2986960","R1.082","R2.006","R3.016","P1.04","P2.04",6,6,0,6
"2987028","R1.082","R2.006","R3.084","P1.04","P2.04",1,1,0,1
"2987035","R1.082","R2.006","R3.091","P1.04","P2.04",1,1,0,1
"2987140","R1.082","R2.007","R3.004","P1.04","P2.04",5,6,0.166666666666667,16
"2987144","R1.082","R2.007","R3.008","P1.04","P2.04",1,1,0,1
"2987166","R1.082","R2.007","R3.030","P1.04","P2.04",1,1,0,1
"2987377","R1.082","R2.008","R3.049","P1.04","P2.04",1,1,0,1
"2987930","R1.082","R2.011","R3.026","P1.04","P2.04",1,1,0,1
"2988182","R1.082","R2.012","R3.086","P1.04","P2.04",4,4,0,4
"2988346","R1.082","R2.013","R3.058","P1.04","P2.04",1,1,0,1
"2989140","R1.082","R2.017","R3.084","P1.04","P2.04",4,6,0.333333333333333,7
"2990209","R1.082","R2.023","R3.001","P1.04","P2.04",1,1,0,1
"2990467","R1.082","R2.024","R3.067","P1.04","P2.04",1,1,0,1
"2990658","R1.082","R2.025","R3.066","P1.04","P2.04",1,1,0,1
"2990852","R1.082","R2.026","R3.068","P1.04","P2.04",6,6,0,6
"2991022","R1.082","R2.027","R3.046","P1.04","P2.04",9,9,0,9
"2991439","R1.082","R2.029","R3.079","P1.04","P2.04",18,18,0,18
"2991449","R1.082","R2.029","R3.089","P1.04","P2.04",1,1,0,1
"2991553","R1.082","R2.030","R3.001","P1.04","P2.04",1,1,0,1
"2991582","R1.082","R2.030","R3.030","P1.04","P2.04",4,4,0,4
"2991623","R1.082","R2.030","R3.071","P1.04","P2.04",1,1,0,1
"2991970","R1.082","R2.032","R3.034","P1.04","P2.04",7,7,0,7
"2992002","R1.082","R2.032","R3.066","P1.04","P2.04",1,1,0,1
"2992145","R1.082","R2.033","R3.017","P1.04","P2.04",1,2,0.5,1
"2992191","R1.082","R2.033","R3.063","P1.04","P2.04",9,11,0.181818181818182,26
"2992521","R1.082","R2.035","R3.009","P1.04","P2.04",1,1,0,1
"2992731","R1.082","R2.036","R3.027","P1.04","P2.04",7,7,0,7
"2993157","R1.082","R2.038","R3.069","P1.04","P2.04",1,1,0,1
"2993364","R1.082","R2.039","R3.084","P1.04","P2.04",1,1,0,1
"2993756","R1.082","R2.041","R3.092","P1.04","P2.04",11,12,0.0833333333333334,68
"2995257","R1.082","R2.049","R3.057","P1.04","P2.04",4,4,0,4
"2995670","R1.082","R2.051","R3.086","P1.04","P2.04",3,3,0,3
"2995799","R1.082","R2.052","R3.023","P1.04","P2.04",5,6,0.166666666666667,16
"2995816","R1.082","R2.052","R3.040","P1.04","P2.04",1,1,0,1
"2997158","R1.082","R2.059","R3.038","P1.04","P2.04",6,6,0,6
"2997161","R1.082","R2.059","R3.041","P1.04","P2.04",1,1,0,1
"2997701","R1.082","R2.062","R3.005","P1.04","P2.04",26,28,0.0714285714285714,187
"2997731","R1.082","R2.062","R3.035","P1.04","P2.04",1,1,0,1
"2997741","R1.082","R2.062","R3.045","P1.04","P2.04",14,14,0,14
"2997753","R1.082","R2.062","R3.057","P1.04","P2.04",1,1,0,1
"2997965","R1.082","R2.063","R3.077","P1.04","P2.04",1,1,0,1
"2998085","R1.082","R2.064","R3.005","P1.04","P2.04",1,1,0,1
"2998108","R1.082","R2.064","R3.028","P1.04","P2.04",11,13,0.153846153846154,38
"2998276","R1.082","R2.065","R3.004","P1.04","P2.04",1,1,0,1
"2999080","R1.082","R2.069","R3.040","P1.04","P2.04",6,8,0.25,13
"2999096","R1.082","R2.069","R3.056","P1.04","P2.04",1,1,0,1
"2999115","R1.082","R2.069","R3.075","P1.04","P2.04",1,1,0,1
"2999116","R1.082","R2.069","R3.076","P1.04","P2.04",1,1,0,1
"2999258","R1.082","R2.070","R3.026","P1.04","P2.04",9,12,0.25,20
"2999509","R1.082","R2.071","R3.085","P1.04","P2.04",1,1,0,1
"2999848","R1.082","R2.073","R3.040","P1.04","P2.04",1,1,0,1
"3000075","R1.082","R2.074","R3.075","P1.04","P2.04",1,1,0,1
"3000581","R1.082","R2.077","R3.005","P1.04","P2.04",1,1,0,1
"3001210","R1.082","R2.080","R3.058","P1.04","P2.04",1,1,0,1
"3001373","R1.082","R2.081","R3.029","P1.04","P2.04",1,1,0,1
"3001409","R1.082","R2.081","R3.065","P1.04","P2.04",7,7,0,7
"3001598","R1.082","R2.082","R3.062","P1.04","P2.04",1,1,0,1
"3001622","R1.082","R2.082","R3.086","P1.04","P2.04",3,4,0.25,7
"3002119","R1.082","R2.085","R3.007","P1.04","P2.04",1,1,0,1
"3002160","R1.082","R2.085","R3.048","P1.04","P2.04",1,1,0,1
"3002517","R1.082","R2.087","R3.021","P1.04","P2.04",14,15,0.0666666666666667,107
"3002575","R1.082","R2.087","R3.079","P1.04","P2.04",1,1,0,1
"3003073","R1.082","R2.090","R3.001","P1.04","P2.04",1,1,0,1
"3003116","R1.082","R2.090","R3.044","P1.04","P2.04",1,1,0,1
"3003145","R1.082","R2.090","R3.073","P1.04","P2.04",8,9,0.111111111111111,37
"3003910","R1.082","R2.094","R3.070","P1.04","P2.04",1,1,0,1
"3004096","R1.082","R2.095","R3.064","P1.04","P2.04",1,1,0,1
"3022885","R1.083","R2.001","R3.037","P1.04","P2.04",7,7,0,7
"3022930","R1.083","R2.001","R3.082","P1.04","P2.04",1,1,0,1
"3025571","R1.083","R2.015","R3.035","P1.04","P2.04",1,2,0.5,1
"3025630","R1.083","R2.015","R3.094","P1.04","P2.04",7,7,0,7
"3025983","R1.083","R2.017","R3.063","P1.04","P2.04",1,1,0,1
"3026738","R1.083","R2.021","R3.050","P1.04","P2.04",1,1,0,1
"3026765","R1.083","R2.021","R3.077","P1.04","P2.04",2,2,0,2
"3027287","R1.083","R2.024","R3.023","P1.04","P2.04",7,8,0.125,29
"3027502","R1.083","R2.025","R3.046","P1.04","P2.04",1,1,0,1
"3027915","R1.083","R2.027","R3.075","P1.04","P2.04",6,6,0,6
"3028047","R1.083","R2.028","R3.015","P1.04","P2.04",1,1,0,1
"3028055","R1.083","R2.028","R3.023","P1.04","P2.04",1,1,0,1
"3028279","R1.083","R2.029","R3.055","P1.04","P2.04",1,1,0,1
"3029625","R1.083","R2.036","R3.057","P1.04","P2.04",1,1,0,1
"3029633","R1.083","R2.036","R3.065","P1.04","P2.04",1,1,0,1
"3030036","R1.083","R2.038","R3.084","P1.04","P2.04",1,1,0,1
"3030580","R1.083","R2.041","R3.052","P1.04","P2.04",6,6,0,6
"3031123","R1.083","R2.044","R3.019","P1.04","P2.04",10,11,0.0909090909090909,57
"3031304","R1.083","R2.045","R3.008","P1.04","P2.04",1,1,0,1
"3033102","R1.083","R2.054","R3.078","P1.04","P2.04",12,13,0.0769230769230769,80
"3033246","R1.083","R2.055","R3.030","P1.04","P2.04",6,6,0,6
"3033466","R1.083","R2.056","R3.058","P1.04","P2.04",1,1,0,1
"3033649","R1.083","R2.057","R3.049","P1.04","P2.04",6,7,0.142857142857143,22
"3033682","R1.083","R2.057","R3.082","P1.04","P2.04",3,4,0.25,7
"3035806","R1.083","R2.068","R3.094","P1.04","P2.04",1,1,0,1
"3035910","R1.083","R2.069","R3.006","P1.04","P2.04",3,3,0,3
"3036103","R1.083","R2.070","R3.007","P1.04","P2.04",6,6,0,6
"3036323","R1.083","R2.071","R3.035","P1.04","P2.04",17,17,0,17
"3036523","R1.083","R2.072","R3.043","P1.04","P2.04",1,1,0,1
"3036678","R1.083","R2.073","R3.006","P1.04","P2.04",6,6,0,6
"3038651","R1.083","R2.083","R3.059","P1.04","P2.04",1,1,0,1
"3040022","R1.083","R2.090","R3.086","P1.04","P2.04",1,1,0,1
"3040536","R1.083","R2.093","R3.024","P1.04","P2.04",1,1,0,1
"3040939","R1.083","R2.095","R3.043","P1.04","P2.04",2,2,0,2
"3040948","R1.083","R2.095","R3.052","P1.04","P2.04",1,1,0,1
"3059747","R1.084","R2.001","R3.035","P1.04","P2.04",15,16,0.0625,123
"3059806","R1.084","R2.001","R3.094","P1.04","P2.04",5,5,0,5
"3059919","R1.084","R2.002","R3.015","P1.04","P2.04",1,1,0,1
"3059945","R1.084","R2.002","R3.041","P1.04","P2.04",3,3,0,3
"3060384","R1.084","R2.004","R3.096","P1.04","P2.04",1,1,0,1
"3060903","R1.084","R2.007","R3.039","P1.04","P2.04",1,1,0,1
"3061105","R1.084","R2.008","R3.049","P1.04","P2.04",7,7,0,7
"3061531","R1.084","R2.010","R3.091","P1.04","P2.04",1,1,0,1
"3061661","R1.084","R2.011","R3.029","P1.04","P2.04",18,19,0.0526315789473685,174
"3061684","R1.084","R2.011","R3.052","P1.04","P2.04",7,7,0,7
"3061880","R1.084","R2.012","R3.056","P1.04","P2.04",1,1,0,1
"3062666","R1.084","R2.016","R3.074","P1.04","P2.04",1,2,0.5,1
"3062810","R1.084","R2.017","R3.026","P1.04","P2.04",1,1,0,1
"3062978","R1.084","R2.018","R3.002","P1.04","P2.04",1,1,0,1
"3063781","R1.084","R2.022","R3.037","P1.04","P2.04",8,8,0,8
